time,description,camp
2026-06-06 15:00,"Kneeslappin’ Dangle. Kneeslappin’ Dangle: What constitutes a proper knee slap? This interactive seminar will bring out the best knee slaps in everyone. Learn lifelong skills, long term health benefits, and ongoing support with others in the kneeslapping community.",Salon Saloon
2026-06-06 15:00,Unlock the Ultimate Erogenous Zone. Partnered Spinal Energy Play for Full Body Orgasm - Hands on workshop to help open the heart. One partner helps activate energy up the receiving partner’s spine with conscious energy-activating touch. Guided by Luc Briede-Cooper,True Love Temple
2026-06-06 15:00,Tease-Me Tarot. Tease-Me Tarot: Intimacy inquiry? Dominatrix dilemma? Relationship riddle? Don’t ask your qualified therapist! Enjoy a brief yet very accurate tarot card reading from amateur mystic The Velvet Oracle.,Smut Café
2026-06-06 15:00,Butty Smuttons. Come get yer butt- on with us! Browse our selection of top-tier smut and use your favourite images to make yourself a button.,Smut Café
2026-06-06 15:00,"Italo Disco. Italo Disco: You’ve heard of it - now experience it. Enjoy a nostalgia- infused Italian dance extravganzza! Come for the cold espresso shots, stay for the gesticulation, the biscotti, and the boogie! Ci vediamo!",The Cottage
2026-06-06 15:00,"Tavern Folk & Shanty Session. Join the tavern for some drinking songs, some jigs and reels, and some rip roaring sea shanties! bring an instrument or just your voice, we’ll teach you the words and chords!",The Fizzy Familiar
2026-06-06 15:30,NERD X. Come talk Nerdy to Us! Open Mic for any topic you’re passionate about (3min) age 12+. With refreshments!,NERRRRRDS
2026-06-06 15:30,"Maji’s Magical Underground. Anarchist enchanters! Rebel witches! Join Maji, a dancing clown-mage and a leader from the Soft Resistance, for some group spellmaking, networking, and playful talk about forming the magical underground",Welcome to the Resistance
2026-06-06 16:00,Booty Crocker Presents. Booty Crocker Presents: The Art of Cakesitting 4.0: It’s exactly what it sounds like. You know the drill. No cake in the showers. 19+,CLuG
2026-06-06 16:00,"Weird Dancing featuring Bird. Weird Dancing featuring Bird: It’s an improvisational expressionistic persona-embodying artform stolen directly from some rad art film we saw in Montreal. Come do it with us IT’S SPECIAL PEIOPLE. If you like moving and creating new movements, come try being weird with us!",Camp Otherbo’r’d
2026-06-06 16:00,The Root of It - Attachment Healing Workshop. The Root of It - Attachment Healing Workshop: Come learn about your Nurture (Attachment Style) and how this affects your life and learn practical tools to start healing Insecure Attachment Now. This will be part informational and part experiential utilizing Integrative Attachment Theory,Healing Kiss
2026-06-06 16:00,"Tai Chi Fan. Tai Chi Fan: Learn graceful fan moves, feel your body wake up, and join a playful showcase of flow, breath, and soft power of Tai Chi.",Mahjong Camp
2026-06-06 16:00,"Teenager Fashion Advice. Teenager Fashion Advice: You know you look cool but do teenagers think you look cool, too? Want some pointers on how to get more snatched, dripping or steezy? Get fashion advice at the Moistly Helpful Help Desk from some legit teenagers in the know.",Moistly Helpful Help Desk
2026-06-06 16:00,"The art of asking and receiving. In groups of 4, each person gets 25 minutes to ask for what they want—touch, play, music, or stillness. Others respond with consent or adaptation. A practice in honest asking, boundaries, and meaningful connection.",Mother Tree
2026-06-06 16:00,"Dance with Intention. Dance with Intention: Intentional, highly danceable tunes—an invitation to move, feel, and express within the Sensuary.",Sensuary Camp
2026-06-06 16:00,Assholes Anonymous. Assholes Anonymous: This Is a support group for anyone struggling with not being an asshole.,Sound Habitat
2026-06-06 16:00,"Poetry Open Mic. Poetry Open Mic: Come bare your heart or bear witness. Share a poem about your journey, your passion - or read a limerick about butts lol",The Den
2026-06-06 16:00,Paint Boobies and Bodies. Paint Boobies and Bodies: Join Anne- Sophie and Vesna and receive body art and be beautifulier!,The Empress
2026-06-06 16:00,"Hobby Wild Thing Stampede. Join our Wild Thing Stampede. All creatures wellcome! Walk, stomp, clomp or ride your hobby creature along the lanes of OW while we delight, surprise and confuse our neighbors.",Wild Things Camp
2026-06-06 16:00,"Golden Hour at Thirst Trap. Enjoy a cold sip of homemade brews, refreshments and elixirs on tap at Thirst Trap, including a variety of meads and non-alc options. Live lounge DJ sets to accompany.",Thirst Trap
2026-06-06 16:20,"Hobby Horse Races. Hobby Horse Races: Off to the races! Bring your speed, your grit, and your legs. We will be racing hobby horses with a prize for the best in the west!",Salon Saloon
2026-06-06 16:20,Clam Bake. Clam Bake: Celebrate 420 at the Pearl Palace with a gaggle of messy mollusks,The Mollusk Nation
2026-06-06 17:00,"Talent Show. Talent Show: Bring your best and brightest talents, shine like a star! (show us what you got!). No sign up necessary, if you want on stage, you’ll get on stage, or you won’t, we’re not your parents.",Badgers Hideout
2026-06-06 17:00,"Spiced Cider/Mead. Spiced Cider/Mead: All natural, liquid inebriants, courtesy of our apple and/or bee friends.",Camp Who Says Ni
2026-06-06 17:00,"DIY Pronoun Buttons. DIY Pronoun Buttons: Swing by to make a custom 1.25” pronoun button! We’ll have ze/zer, xe/xim, she/her, he/him, + they/them pre- printed pronouns (+ paper to make your own!). Add to a unique or shiny background, + voila! A pronoun pin as unique as you! Materials supplied",Fix-it Station
2026-06-06 17:00,"Open Mic with Jarl Geoff. Open Mic with Jarl Geoff: Join us in the tavern for an hour of music and entertainment. Bring your instrument, lend your voice and be part of the song.",Nauti Norse
2026-06-06 17:00,"Burning Birds of Prey. Burning Birds of Prey: WING IT with a professional falconer for this EGG- STRA special workshop on the birds of prey coasting above us! Learn to identify our feathered friends from sight and sound, see some OWL- STANDING specimens up close, and then finish with a hawk walk!",NERRRRRDS
2026-06-06 17:00,Happy Hour Mocktail and Dance Party. Happy Hour Mocktail and Dance Party: Mocktails and house music!,Recovery House
2026-06-06 17:00,Flow Jam. Flow Jam: It’s a Flow Jam! BYO gear.,The Cottage
2026-06-06 17:00,Corndog Variety Hour. Got talent? We don’t. But we’ll fake it til we make it and hope you’re none the wiser.,The Mollusk Nation
2026-06-06 17:00,"A Micro-BDSM Bar. A Micro-BDSM Bar: Come, submit before us while we serve you a drink with a dash of praise or punishment",Dommy Mommy Drinks
2026-06-06 17:00,Matty Reed: Funky House. ,Electric Circus
2026-06-06 17:15,"Marrow Lynn. Original/cover songs lead by myself, open to musicians who’d wanna play and jam out",Tune Town Stage
2026-06-06 17:55,"Inner Child Post Box Re-Birth through the birth canal. Inner Child Post Box Re-Birth through the birth canal: Arrive at Reframing and transform as you enter the secret door, travel back through the birth canal and re- birth yourself through the vulva and into the Inner Child Post Box then write your inner child a post card. (Open 9am-2am - come by anytime)",Reframing
2026-06-06 17:55,"Inner Child Post Box. Inner Child Post Box: Saunter out of the Reframing Art Project filled with inspiration and carry forward to your inner child, a message from the future. We will mail your postcard to you in 9 months’ time (Open 9am- 2am - come by anytime)",Reframing
2026-06-06 18:00,Burlesque for Beginners. A burlesque crash course for beginners. EveryBODY is welcome!,Kiki at The Playground
2026-06-06 18:00,Stilt meet up and rove with Ariel (BYOSTILTS). Stilt meet up and rove with Ariel (BYOSTILTS): STILTERS! Lets gather and wander Otherworld together. Meet at Big Top Rouge @6pm and who knows where we will end up!,Big Top Rouge
2026-06-06 18:00,Curated Live Jam Session. ,Electric Circus
2026-06-06 18:00,Moonbean: Live Acid Sunset. Rock stars from both the past and future — Moonbean are a live hardware duo channeling cosmic synth-punk and psychedelic dancefloor energy.,Electric Circus
2026-06-06 18:00,Flower Bower Boutique. Flower Bower Boutique: Deflower us! ...by accessorizing yourself with fabulous clip-on flowers and other faux floral creations at our 24-hour self-service boutique. Dewiness not guaranteed. Floral fashion consultants available spore-adically.,Flower Bower
2026-06-06 18:00,"Onigiri Station. Onigiri Station: Pawson @ FurTail Alley: Just a little side street kon- bean-i party with fresh plant-based onigiri by Tora, green tea, libations and live DJs creating a vibe that furry spaces are famous for",FurTail Alley
2026-06-06 18:00,Viking Sausage Offering. Viking Sausage Offering: Join us in our tavern and feast like a viking!,Nauti Norse
2026-06-06 18:00,Ultimate Twister. Ultimate Twister: Test your flexibility and strength and win a prize maybe?,Nontes
2026-06-06 18:00,Taconoods Pre-Ignition Malnutrition Party. Taconoods Pre-Ignition Malnutrition Party: Serving Sandstorm-inspired Taconoods and tunes to warm ya’s up for the big shindig!,Taconoods
2026-06-06 18:00,Screaming Banshee Tavern. Come make merry with some faries and sample our magical liquides! Alcoholic and non-alcoholic drinks available.,Welcome to Arcadia
2026-06-06 18:00,"Commie Bop Open Mic. where the ridiculous and unruly celebrate our collective fire. This is a space to howl anti-capitalist anthems, share art that bites back, and honour past and future generations.",Tune Town Stage
2026-06-06 18:00,Handfasting Ceremonies / Renewal of vows. A ceremonial space will be created around the wedding arbour. All couples are welcome to be witnessed while sharing their words of devotion and celebrating true love.,True Love Temple
2026-06-06 18:00,Brews and Brawls. Grab a drink and watch our fighters clash! Cheer on your favourites while you lounge.,Welcome to Arcadia
2026-06-06 18:30,"Strap-on Race. Strap-on Race: A vital skill every dyke should practice at least once. Straps and sliders everywhere. Compete against your rival to see who can put on a strap on the fastest. If you fall, you’re disqualified. Can you take the heat?",Dyke Chilling Park
2026-06-06 19:00,Soup Stockade. Soup Stockade: Hot soup from a cauldron to warm your weary soul,Camp Who Says Ni
2026-06-06 19:00,wubz take over Ironic Spin. wubz take over Ironic Spin: you worried the wubz were gone? Cute. They’re back at Ironic Spin with filthy drops and bass-heavy mayhem. You bring the moves. We’ll handle the rattling.,Ironic Spin
2026-06-06 19:00,Burlesque for Beginners. Student performance,Kiki at The Playground
2026-06-06 19:00,Nix: Heavy Curated Funk. ,Electric Circus
2026-06-06 19:00,"Sacred Rage Ceremony. Sacred Rage Ceremony: Access the quiet, rumbling weight of feminine grief/rage through embodied movement and sound. Embrace and allow the natural cycle of decay/death that feeds all life. *This ceremony is open to women (cis & trans), non-binary & gender fluid folks.",OTHER Red Tent
2026-06-06 19:00,12 Step All Recovery Meeting at Recovery House.. 12 Step All Recovery Meeting at Recovery House.: 12 Step All Recovery Meeting. Everyone welcome!,Recovery House
2026-06-06 19:00,Queer Variety Show. Queer Variety Show: Gender fuckery! Comedy! Music! Fashion! Dancing! Join us for a wet variety show of queer excellence in celebration of our community’s radiant resilience.,Ripple Effect
2026-06-06 19:00,"Sermons by Mother Goldblum. Sermons by Mother Goldblum: Jeff Welcomes You! Sermons, Jefforcisms and Baptism Service. All faiths welcome. No Nic Cage allowed.",Temple of Jeff
2026-06-06 19:00,Full Power Chai. Full Power Chai: Full power Chai- serving that fire masala chai for your third eye,Chai Trance
2026-06-06 19:00,"Open Hang at the Scorpion. Join Fox and Friends if you’ve ever wanted to try being suspended, or just come hang out and chat rope.",Welcome to Arcadia
